No,Business Name,Category,Address,Phone,Website,Rating,Reviews,Google Maps URL,Search Query
15,"Office for lease in district 1 - Office Saigon","Office space rental agency","37 Tôn Đức Thắng, Sài Gòn, Hồ Chí Minh, Vietnam",+84 938 339 086,https://www.officeforrent.vn/,5,7,"https://www.google.com/maps/search/?api=1&query=Office%20for%20lease%20in%20district%201%20-%20Office%20Saigon&query_place_id=ChIJLSeQfowrdTERCvQ5JMnoB0k","offices Ho Chi Minh City Vietnam"
16,"The Executive Centre - Saigon Centre Tower 1","Coworking space","Level 14, Saigon Centre 1 No. 65 Le Loi, Ward, Street, Sài Gòn, Hồ Chí Minh 700000, Vietnam",+84 28 3971 9777,https://www.executivecentre.com/office-space/hcmc-saigon-centre-tower-1/?utm_campaign=gmb-listing,4.4,13,"https://www.google.com/maps/search/?api=1&query=The%20Executive%20Centre%20-%20Saigon%20Centre%20Tower%201&query_place_id=ChIJyyJAacsvdTERtRYRMuzx_yY","offices Ho Chi Minh City Vietnam"
17,"Văn phòng ảo quận 1 - Yes Office","Virtual office rental","68 Nguyễn Huệ, Sài Gòn, Hồ Chí Minh 700000, Vietnam",+84 942 688 339,https://yesoffice.com.vn/van-phong-ao/,4.8,48,"https://www.google.com/maps/search/?api=1&query=V%C4%83n%20ph%C3%B2ng%20%E1%BA%A3o%20qu%E1%BA%ADn%201%20-%20Yes%20Office&query_place_id=ChIJfwdvT3kvdTER44-vWVR1V2U","offices Ho Chi Minh City Vietnam"
18,"CENTER OFFICE","Office space rental agency","20B Trần Cao Vân, Sài Gòn, Hồ Chí Minh, Vietnam",+84 969 726 781,,5,18,"https://www.google.com/maps/search/?api=1&query=CENTER%20OFFICE&query_place_id=ChIJp-wpdqkvdTERIMbjRep0rG8","offices Ho Chi Minh City Vietnam"
19,"City Hub (임대 사무실)","Office space rental agency","31st Floor, Saigon Trade Center, 37 Tôn Đức Thắng, Sài Gòn, Hồ Chí Minh, Vietnam",+84 28 3910 0081,http://www.cityhub.com.sg/,5,3,"https://www.google.com/maps/search/?api=1&query=City%20Hub%20(%EC%9E%84%EB%8C%80%20%EC%82%AC%EB%AC%B4%EC%8B%A4)&query_place_id=ChIJT9E3OTcvdTERxyfwa8bBqWI","offices Ho Chi Minh City Vietnam"
20,"G Office Chi nhánh Cao Thắng Mall","Coworking space","19 Cao Thắng, Bàn Cờ, Hồ Chí Minh, Vietnam",+84 28 2220 0919,https://goffice.vn/,5,109,"https://www.google.com/maps/search/?api=1&query=G%20Office%20Chi%20nh%C3%A1nh%20Cao%20Th%E1%BA%AFng%20Mall&query_place_id=ChIJV2xI6ysvdTERbLGR06cRTBE","offices Ho Chi Minh City Vietnam"
21,"CityHouse - Kim Nguyen","Hotel","3 Trương Quốc Dung, Phường, Phú Nhuận, Hồ Chí Minh, Vietnam",+84 878 253 545,https://cityhousebooking.com/cityhouse-kim-nguyen-vi,4.4,123,"https://www.google.com/maps/search/?api=1&query=CityHouse%20-%20Kim%20Nguyen&query_place_id=ChIJQZ34G1UpdTERjMeQx1bZ0WQ","serviced apartments Ho Chi Minh City"
22,"Somerset Ho Chi Minh City","Serviced accommodation","8A Nguyễn Bỉnh Khiêm, Sài Gòn, Hồ Chí Minh 71007, Vietnam",+84 28 3822 8899,https://www.discoverasr.com/en/somerset-serviced-residence/vietnam/somerset-ho-chi-minh-city?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-vn-vn-somersethochiminhcity--gbp&--&cid=map::gg::hq:ind:::all:en:vn:vn:somersethochiminhcity:0:gbp:0:::,4.4,1363,"https://www.google.com/maps/search/?api=1&query=Somerset%20Ho%20Chi%20Minh%20City&query_place_id=ChIJjcFsvLQodTER1NOL5Iaxeok","serviced apartments Ho Chi Minh City"
23,"Sedona Suites Ho Chi Minh City","Hotel","67 Lê Lợi, Sài Gòn, Hồ Chí Minh, Vietnam",+84 28 3822 9888,https://www.sedonavietnam.com/,4.5,824,"https://www.google.com/maps/search/?api=1&query=Sedona%20Suites%20Ho%20Chi%20Minh%20City&query_place_id=ChIJdRwXXUcvdTER_epqc3PGm_s","serviced apartments Ho Chi Minh City"
24,"Somerset Vista Ho Chi Minh City","Serviced apartment","628C Võ Nguyên Giáp, An Khánh, Hồ Chí Minh, Vietnam",+84 28 6255 9900,https://www.discoverasr.com/en/somerset-serviced-residence/vietnam/somerset-vista-ho-chi-minh-city?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-vn-vn-somersetvistahochiminhcity--gbp&--&cid=map::gg::hq:ind:::all:en:vn:vn:somersetvistahochiminhcity:0:gbp:0:::,4.5,809,"https://www.google.com/maps/search/?api=1&query=Somerset%20Vista%20Ho%20Chi%20Minh%20City&query_place_id=ChIJk6dnT2smdTERG73bCbP9k-g","serviced apartments Ho Chi Minh City"
25,"Saigon South Serviced Apartments 2","Hotel","Phu My Hung, 35 Hưng Phước 4, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh 70000, Vietnam",+84 908 110 019,http://www.bnbhome.com.vn/,4.4,14,"https://www.google.com/maps/search/?api=1&query=Saigon%20South%20Serviced%20Apartments%202&query_place_id=ChIJsUDdl0MvdTERYrQFFdOhie8","serviced apartments Ho Chi Minh City"
26,"Susan House Saigon Serviced Apartments","Serviced accommodation","97 Nguyễn Thái Học, Cầu Ông Lãnh, Hồ Chí Minh, Vietnam",+84 912 005 036,http://susanhousesaigon.com/,4.3,8,"https://www.google.com/maps/search/?api=1&query=Susan%20House%20Saigon%20Serviced%20Apartments&query_place_id=ChIJrw2RAo0vdTERoQAOpRqBFs8","serviced apartments Ho Chi Minh City"
27,"AURORA SERVICED APARTMENTS","Hotel","103 Võ Văn Tần, Xuân Hòa, Hồ Chí Minh 700000, Vietnam",+84 28 3930 2356,https://northernaurora.vn/,4.2,77,"https://www.google.com/maps/search/?api=1&query=AURORA%20SERVICED%20APARTMENTS&query_place_id=ChIJka-bHTsvdTERFcDpUpi5sIw","serviced apartments Ho Chi Minh City"
28,"CityHouse - Lighthouse SaiGon","Hotel","179 Cô Giang, Cầu Ông Lãnh, Hồ Chí Minh, Vietnam",+84 878 253 545,https://cityhousebooking.com/,4.3,218,"https://www.google.com/maps/search/?api=1&query=CityHouse%20-%20Lighthouse%20SaiGon&query_place_id=ChIJsUS76qcvdTER_m5D-sBUlIg","serviced apartments Ho Chi Minh City"
29,"Oakwood Hotel & Apartments Saigon","Hotel","330A – 330B Đ. Ung Văn Khiêm, Thạnh Mỹ Tây, Hồ Chí Minh 700000, Vietnam",+84 28 3512 0011,https://www.discoverasr.com/en/oakwood/vietnam/oakwood-hotel-apartments-saigon?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-vn-vn-oakwoodhotelapartmentssaigon--gbp&--&cid=map::gg::hq:ind:::all:en:vn:vn:oakwoodhotelapartmentssaigon:0:gbp:0:::,4.7,495,"https://www.google.com/maps/search/?api=1&query=Oakwood%20Hotel%20%26%20Apartments%20Saigon&query_place_id=ChIJwXh3mHApdTERCA6KXbMPzeo","serviced apartments Ho Chi Minh City"
30,"Garden View Court Suites Ho Chi Minh City","Serviced accommodation","101 Nguyễn Du, Bến Thành, Hồ Chí Minh 710000, Vietnam",+84 28 3822 0022,https://www.gardenviewcourt.com.vn/,4.3,316,"https://www.google.com/maps/search/?api=1&query=Garden%20View%20Court%20Suites%20Ho%20Chi%20Minh%20City&query_place_id=ChIJX3odKkovdTERPRLbmLbHrs0","serviced apartments Ho Chi Minh City"
31,"Woody House Saigon Center","Holiday apartment rental","6/27 Cách Mạng Tháng Tám, Bến Thành, Hồ Chí Minh 70000, Vietnam",+84 969 529 809,https://www.facebook.com/WoodyHouseCMT8/?modal=admin_todo_tour,4.6,87,"https://www.google.com/maps/search/?api=1&query=Woody%20House%20Saigon%20Center&query_place_id=ChIJU3hR7aYvdTER5BXr87r1Tys","serviced apartments Ho Chi Minh City"
32,"CityHouse - City Oasis","Hotel","42/4 Hồ Hảo Hớn, Cầu Ông Lãnh, Hồ Chí Minh 700000, Vietnam",+84 878 253 545,https://cityhousebooking.com/en/cityhouse-cityoasis-apartmenthotel,4.2,473,"https://www.google.com/maps/search/?api=1&query=CityHouse%20-%20City%20Oasis&query_place_id=ChIJ-zu2Xu8vdTERLPK10znAl10","serviced apartments Ho Chi Minh City"
33,"Saigon Apartments","Short term apartment rental agency","2K Hồ Xuân Hương, Xuân Hòa, Hồ Chí Minh 70000, Vietnam",+84 28 3930 0313,http://saigonapartments.com.vn/,4.4,75,"https://www.google.com/maps/search/?api=1&query=Saigon%20Apartments&query_place_id=ChIJ7f0LtjovdTERYl8j1ROl53U","serviced apartments Ho Chi Minh City"
34,"Saigon Domaine Luxury Residences","Serviced accommodation","1057 Binh Quoi street, Bình Quới, ward, Bình Quới, Hồ Chí Minh 700000, Vietnam",+84 28 3556 6163,http://www.saigondomaine.com/,4.3,314,"https://www.google.com/maps/search/?api=1&query=Saigon%20Domaine%20Luxury%20Residences&query_place_id=ChIJSwo-9C4mdTERI4ZjNlZ6XH4","serviced apartments Ho Chi Minh City"
35,"Saigon South Serviced Apartments","Apartment building","R4-88 Hung phuoc 1, Phu my hung, Tan phong, Quan 7, Tân Hưng, Hồ Chí Minh 760000, Vietnam",+84 908 110 019,http://www.bnbhome.com.vn/,4.3,15,"https://www.google.com/maps/search/?api=1&query=Saigon%20South%20Serviced%20Apartments&query_place_id=ChIJkwWkUpAvdTERF0U4mF9-F58","serviced apartments Ho Chi Minh City"
36,"Sunny Hotel & Serviced Apartment","Hotel","26 Hưng Phước 4, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh 756600, Vietnam",+84 974 452 938,,4.6,58,"https://www.google.com/maps/search/?api=1&query=Sunny%20Hotel%20%26%20Serviced%20Apartment&query_place_id=ChIJLRvpaJEvdTERSgoktxUfKHo","serviced apartments Ho Chi Minh City"
37,"The Friday","Hotel","102/22 Đ. Cống Quỳnh, Bến Thành, Hồ Chí Minh 700000, Vietnam",+84 969 817 266,https://www.fridaysaigoncentre.com/,4.7,101,"https://www.google.com/maps/search/?api=1&query=The%20Friday&query_place_id=ChIJVVWqBhcvdTERJaWu_ouru20","serviced apartments Ho Chi Minh City"
38,"The Jade Apartments","Serviced accommodation","218/3 Nguyễn Thị Minh Khai, Xuân Hòa, Hồ Chí Minh 700000, Vietnam",+84 901 866 599,https://5hbysavihouse.com/,4.4,11,"https://www.google.com/maps/search/?api=1&query=The%20Jade%20Apartments&query_place_id=ChIJS4bvPuUvdTERjAJTgr58fbo","serviced apartments Ho Chi Minh City"
39,"Citadines Regency Saigon","Serviced accommodation","20-22 Phạm Ngọc Thạch, Xuân Hòa, Hồ Chí Minh, Vietnam",+84 28 3736 6666,,4.3,637,"https://www.google.com/maps/search/?api=1&query=Citadines%20Regency%20Saigon&query_place_id=ChIJqcLSMRsvdTERyDHJZmNrZ4I","serviced apartments Ho Chi Minh City"
40,"Somerset Chancellor Court Ho Chi Minh City","Hotel","21 - 23 Nguyễn Thị Minh Khai, Sài Gòn, Hồ Chí Minh 780000, Vietnam",+84 28 3822 9197,https://www.discoverasr.com/en/somerset-serviced-residence/vietnam/somerset-chancellor-court-ho-chi-minh-city?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-vn-vn-somersetchancellorcourthochiminhcity--gbp&--&cid=map::gg::hq:ind:::all:en:vn:vn:somersetchancellorcourthochiminhcity:0:gbp:0:::,4.4,889,"https://www.google.com/maps/search/?api=1&query=Somerset%20Chancellor%20Court%20Ho%20Chi%20Minh%20City&query_place_id=ChIJjcFsvLQodTERSmtkfEVTPFs","serviced apartments Ho Chi Minh City"
41,"Cobi Work – Coworking Space at Cobi Tower HCMC","Coworking space","Street 08 Đ. Tân Mỹ, Ward, Tân Mỹ, Hồ Chí Minh 72908, Vietnam",+84 369 888 282,https://www.instagram.com/cobiwork.vn/,4.9,73,"https://www.google.com/maps/search/?api=1&query=Cobi%20Work%20%E2%80%93%20Coworking%20Space%20at%20Cobi%20Tower%20HCMC&query_place_id=ChIJfRdwdt4ndTERnxDNJqTpdEY","coworking space Ho Chi Minh City Vietnam"
42,"SPACEP - Working & Study Space","Coworking space","17A Đặng Trần Côn, Bến Thành, Hồ Chí Minh 700000, Vietnam",+84 964 392 531,https://www.facebook.com/spacep.thestudyhub,4.9,267,"https://www.google.com/maps/search/?api=1&query=SPACEP%20-%20Working%20%26%20Study%20Space&query_place_id=ChIJP3hGWJUvdTERXmBs-7MghQ4","coworking space Ho Chi Minh City Vietnam"
43,"Saigon Coworking - Thao Dien","Coworking space","204C Nguyễn Văn Hưởng, An Khánh, Hồ Chí Minh 700000, Vietnam",+84 985 214 093,https://saigoncoworking.com/,4.6,14,"https://www.google.com/maps/search/?api=1&query=Saigon%20Coworking%20-%20Thao%20Dien&query_place_id=ChIJ5dl3DLYndTERxg2_k34PSoc","coworking space Ho Chi Minh City Vietnam"
44,"Sharespace Nguyễn Công Trứ","Coworking space","Địa chỉ cũ và mới: 92-98, 98 Nguyễn Công Trứ, phường, Sài Gòn, Hồ Chí Minh, Vietnam",+84 342 429 279,http://sharespace.vn/,4.6,98,"https://www.google.com/maps/search/?api=1&query=Sharespace%20Nguy%E1%BB%85n%20C%C3%B4ng%20Tr%E1%BB%A9&query_place_id=ChIJAfo46SwvdTERoq1284Sgs3c","coworking space Ho Chi Minh City Vietnam"
45,"S&Z INVEST JOINT STOCK COMPANY","Coworking space","92A Nguyễn Hữu Cảnh, Saigon Pearl, Thạnh Mỹ Tây, Hồ Chí Minh, Vietnam",+84 941 155 454,https://www.helloworldhcm.com/,4.6,119,"https://www.google.com/maps/search/?api=1&query=S%26Z%20INVEST%20JOINT%20STOCK%20COMPANY&query_place_id=ChIJ8xtnZU0pdTERyibOuLgMwwM","coworking space Ho Chi Minh City Vietnam"
46,"TINI COWORKING","Coworking space","152 Võ Văn Kiệt, Bến Thành, Hồ Chí Minh 700000, Vietnam",+84 965 678 910,https://tinicoworking.com/,4.8,181,"https://www.google.com/maps/search/?api=1&query=TINI%20COWORKING&query_place_id=ChIJLcc-pzsvdTER-JKGIpm6iko","coworking space Ho Chi Minh City Vietnam"
47,"Work Easy Coworking Space","Coworking space","3 Nguyễn Lương Bằng, Khu đô thị Phú Mỹ Hưng, Tân Mỹ, Hồ Chí Minh 72908, Vietnam",+84 333 556 687,https://workeasy.vn/,4.7,108,"https://www.google.com/maps/search/?api=1&query=Work%20Easy%20Coworking%20Space&query_place_id=ChIJg5IAE0UvdTEROPF7WzMgnQQ","coworking space Ho Chi Minh City Vietnam"
48,"WorkFlow Thảo Điền - Working Space & Café","Coworking space","39 Nguyễn Duy Hiệu, An Khánh, Hồ Chí Minh, Vietnam",+84 944 886 060,,4.7,309,"https://www.google.com/maps/search/?api=1&query=WorkFlow%20Th%E1%BA%A3o%20%C4%90i%E1%BB%81n%20-%20Working%20Space%20%26%20Caf%C3%A9&query_place_id=ChIJkfsaXES_aIYRzc8XE6wZZ2E","coworking space Ho Chi Minh City Vietnam"
49,"C-Space Coworking Office","Coworking space","62 Võ Văn Tần, Xuân Hòa, Hồ Chí Minh, Vietnam",+84 945 909 397,https://www.facebook.com/cspace62/,4.9,172,"https://www.google.com/maps/search/?api=1&query=C-Space%20Coworking%20Office&query_place_id=ChIJi5SggfEvdTERHWIjWFtJlBA","coworking space Ho Chi Minh City Vietnam"
50,"the Hive Thao Dien","Coworking space","the Hive, 94 Xuân Thủy, An Khánh, Hồ Chí Minh 713385, Vietnam",+84 28 3620 3481,https://thehive.com.vn/,4.5,196,"https://www.google.com/maps/search/?api=1&query=the%20Hive%20Thao%20Dien&query_place_id=ChIJDZpz_xkmdTERp4ox5YRf3ng","coworking space Ho Chi Minh City Vietnam"
51,"the Hive District 1","Coworking space","Huỳnh Khương Ninh/26 Ward, Street, Tân Định, Hồ Chí Minh 700000, Vietnam",+84 28 6686 3481,https://thehived1.com/,4.7,63,"https://www.google.com/maps/search/?api=1&query=the%20Hive%20District%201&query_place_id=ChIJB7ZTfA0pdTER8FjIuHEiU0w","coworking space Ho Chi Minh City Vietnam"
52,"the Hive Villa","Coworking space","29 Nguyễn Bá Lân, An Khánh, Hồ Chí Minh 713385, Vietnam",+84 28 6680 3481,https://thehivevilla.com/,4.7,106,"https://www.google.com/maps/search/?api=1&query=the%20Hive%20Villa&query_place_id=ChIJ0bGWhREndTERDEv4xgNNFEI","coworking space Ho Chi Minh City Vietnam"
53,"MindX Startup Space (Phạm Ngũ Lão)","Coworking space","Tòa nhà International Plaza, 343 Phạm Ngũ Lão, Bến Thành, Hồ Chí Minh 700000, Vietnam",+84 377 926 660,https://www.mindxspace.com/,4.7,58,"https://www.google.com/maps/search/?api=1&query=MindX%20Startup%20Space%20(Ph%E1%BA%A1m%20Ng%C5%A9%20L%C3%A3o)&query_place_id=ChIJJ6wNB7kvdTERVt3PJ9SoKmA","coworking space Ho Chi Minh City Vietnam"
54,"cirCO Hoang Dieu","Coworking space","384 Hoàng Diệu, Khánh Hội, Hồ Chí Minh, Vietnam",+84 28 7108 9899 ext. 2203,http://circo.co/,4.3,312,"https://www.google.com/maps/search/?api=1&query=cirCO%20Hoang%20Dieu&query_place_id=ChIJE_kvORMvdTERrpwFs2TnAhg","coworking space Ho Chi Minh City Vietnam"
55,"WorkFlow Space Hai Bà Trưng","Coworking space","Hẻm 195 Hai Bà Trưng, Xuân Hòa, Hồ Chí Minh, Vietnam",+84 869 955 570,,4.5,416,"https://www.google.com/maps/search/?api=1&query=WorkFlow%20Space%20Hai%20B%C3%A0%20Tr%C6%B0ng&query_place_id=ChIJI5y5W_QvdTERuUYQtIW-CA4","coworking space Ho Chi Minh City Vietnam"
56,"Saigon Coworking - Phu Nhuan","Coworking space","101 Cù Lao, Cầu Kiệu, Hồ Chí Minh 700000, Vietnam",+84 985 214 093,https://saigoncoworking.com/,4.3,12,"https://www.google.com/maps/search/?api=1&query=Saigon%20Coworking%20-%20Phu%20Nhuan&query_place_id=ChIJryKesdEodTER6Ql76w6IsI4","coworking space Ho Chi Minh City Vietnam"
57,"Toong - Phạm Ngọc Thạch","Coworking space","1bis Phạm Ngọc Thạch, Sài Gòn, Hồ Chí Minh, Vietnam",,,4.7,19,"https://www.google.com/maps/search/?api=1&query=Toong%20-%20Ph%E1%BA%A1m%20Ng%E1%BB%8Dc%20Th%E1%BA%A1ch&query_place_id=ChIJh5a5NAAvdTERzXz8b8R8eFk","coworking space Ho Chi Minh City Vietnam"
58,"SOUTH GROUND Co.working & Cafe - Pasteur","Coworking space","230/17 Pasteur, Xuân Hòa, Hồ Chí Minh 700000, Vietnam",+84 28 8891 0706,https://www.facebook.com/southgroundcoffee,4.8,245,"https://www.google.com/maps/search/?api=1&query=SOUTH%20GROUND%20Co.working%20%26%20Cafe%20-%20Pasteur&query_place_id=ChIJ7d4Nij8vdTERwG_sp_V_EKU","coworking space Ho Chi Minh City Vietnam"
59,"The Sentry Z","Coworking space","25A/1 Nguyễn Bỉnh Khiêm, Sài Gòn, Hồ Chí Minh, Vietnam",+84 969 067 845,https://thesentry.com.vn/,4.3,30,"https://www.google.com/maps/search/?api=1&query=The%20Sentry%20Z&query_place_id=ChIJ46NnV24vdTERWZL-ZzogsaQ","coworking space Ho Chi Minh City Vietnam"
60,"Toong - Võ Thị Sáu","Coworking space","188 Võ Thị Sáu, Xuân Hòa, Hồ Chí Minh 700000, Vietnam",,http://toong.asia/,4.5,30,"https://www.google.com/maps/search/?api=1&query=Toong%20-%20V%C3%B5%20Th%E1%BB%8B%20S%C3%A1u&query_place_id=ChIJw6fSLtsvdTER4fFPs3yP0yE","coworking space Ho Chi Minh City Vietnam"
61,"PT Building","Office space rental agency","180 Nam Kỳ Khởi Nghĩa, Xuân Hòa, Hồ Chí Minh, Vietnam",+84 987 110 011,https://www.officesaigon.vn/,4,3,"https://www.google.com/maps/search/?api=1&query=PT%20Building&query_place_id=ChIJXenpMjcvdTER0aPH9ACAEvA","offices Ho Chi Minh City Vietnam"
62,"Vietnamhouse Inc.","Property management company","Hoàng Sa/9 ward, Sài Gòn, Hồ Chí Minh, Vietnam",+84 28 3911 2100,https://vietnamhouse.jp/,4.9,333,"https://www.google.com/maps/search/?api=1&query=Vietnamhouse%20Inc.&query_place_id=ChIJTSD2AmomdTERm6ax01mpZcg","property management company Ho Chi Minh City"
63,"Rentapartment Agency","Apartment rental agency","P7/208 Nguyễn Hữu Cảnh, Vinhomes Tân Cảng, Thạnh Mỹ Tây, Hồ Chí Minh 700000, Vietnam",+84 903 044 551,https://rentapartment.vn/,4.6,24,"https://www.google.com/maps/search/?api=1&query=Rentapartment%20Agency&query_place_id=ChIJVdfJR8cpdTERO1ub_PVWknU","property management company Ho Chi Minh City"
